Object ID,Is Public Domain,Artist Begin Date,Artist End Date,Object Begin Date,Object End Date,Metadata Date,Department,Title,Culture,Artist Role,Artist Display Name,Artist Nationality,Medium,Dimensions,Classification,Tags
206493,True,1725,1785,1780,1790,2019-05-08,European Sculpture and Decorative Arts,Work table,French,Maker,Martin Carlin,French,"Oak and sycamore veneered with ebony, Japanese and European lacquer; gilt-bronze mounts; drawer lined with green silk",28 3/16 × 17 1/4 × 13 1/16 in. (71.6 × 43.8 × 33.2 cm),Woodwork-Furniture,Houses|Men|Trees|Tables
206494,False,1725,1785,1767,1777,2019-10-10,European Sculpture and Decorative Arts,Circular worktable,"French, Paris and Sèvres",Maker|Factory,Martin Carlin|Sèvres Manufactory,French|French,"Oak veneered with tulipwood, ebony, and holly; soft-paste porcelain; gilt bronze",H. 27-1/4 in. (69.2 cm); Diam. of top 14-1/2 in. (36.8 cm),Woodwork-Furniture,Leaves|Tables|Roses
206498,False,1725,1785,1770,1780,2019-05-22,European Sculpture and Decorative Arts,Jewel coffer on stand (petit coffre à bijoux),"French, Sèvres",Maker|Maker,Martin Carlin|Sèvres Manufactory,French|French,"Oak veneered with tulipwood, sycamore, holly, and ebonized holly; gilt bronze, soft-paste porcelain, velvet (not original)",37 5/8 x 22 x 14 1/2 in. (95.6 x 55.9 x 36.8cm),Woodwork-Furniture,Flowers
206499,False,1725,1785,1771,1781,2019-09-06,European Sculpture and Decorative Arts,Drop-front desk (secrétaire à abattant or secrétaire en cabinet),"French, Paris and Sèvres",Maker|Decorator|Factory,Martin Carlin|Edme François Bouillat père|Sèvres Manufactory,French|French|French,"Oak veneered with tulipwood, amaranth, holly, and sycamore; six Sèvres soft-paste porcelain plaques and two painted tin plaques; gilt-bronze mounts; marble shelves; moiré silk",43 3/8 x 40 1/2 x 12 7/8 in. (110.1 x 102.9 x 32.7cm),Woodwork-Furniture,Garlands|Flowers
206505,True,1706,1775,1735,1735,2019-05-08,European Sculpture and Decorative Arts,Kingfisher (one of a pair),"German, Meissen",Modeler|Factory,Johann Joachim Kändler|Meissen Manufactory,German|German,Hard-paste porcelain,H. 8 7/8 x W. 5 x D. 3 5/8 in. (22.5 x 12.7 x 9.2 cm),Ceramics-Porcelain,Birds|Sculpture
206507,True,1695,1749,1735,1745,2019-11-28,European Sculpture and Decorative Arts,Cockatoo,"German, Meissen",Modeler|Factory,Johann Friedrich Eberlein|Meissen Manufactory,German,Hard-paste porcelain,H. 7 7/8 x W. 8 1/2 x D. 6 1/8 in. (20 x 21.6 x 15.6 cm),Ceramics-Porcelain,Birds|Sculpture
206509,True,1706,1775,1735,1745,2019-05-08,European Sculpture and Decorative Arts,Thrush (one of a pair),"German, Meissen",Modeler|Factory,Johann Joachim Kändler|Meissen Manufactory,German|German,Hard-paste porcelain,Overall (confirmed): 7 7/8 x 6 1/2 x 6 5/8 in. (20 x 16.5 x 16.8 cm),Ceramics-Porcelain,Birds|Sculpture|Leaves
206510,True,1706,1775,1735,1745,2019-05-08,European Sculpture and Decorative Arts,Thrush (one of a pair),"German, Meissen",Modeler|Factory,Johann Joachim Kändler|Meissen Manufactory,German|German,Hard-paste porcelain,Overall (confirmed): 8 1/16 x 6 x 5 5/8 in. (20.5 x 15.2 x 14.3 cm),Ceramics-Porcelain,Birds|Sculpture|Leaves
206512,True,1706,1775,1735,1745,2019-05-08,European Sculpture and Decorative Arts,Parrot (one of a pair),"German, Meissen",Modeler|Factory,Johann Joachim Kändler|Meissen Manufactory,German|German,Hard-paste porcelain,Height: 7 5/8 in. (19.4 cm),Ceramics-Porcelain,Parrots
206513,True,1706,1775,1735,1745,2019-05-08,European Sculpture and Decorative Arts,Parrot (one of a pair),"German, Meissen",Modeler|Factory,Johann Joachim Kändler|Meissen Manufactory,German|German,Hard-paste porcelain,Height: 7 3/8 in. (18.7 cm),Ceramics-Porcelain,Birds|Fruit|Leaves
206517,True,1706,1775,1735,1745,2019-05-08,European Sculpture and Decorative Arts,Parrot,"German, Meissen",Modeler|Factory,Johann Joachim Kändler|Meissen Manufactory,German|German,Hard-paste porcelain,Overall (confirmed): 7 7/16 x 4 3/4 x 3 1/2 in. (18.9 x 12.1 x 8.9 cm),Ceramics-Porcelain,Sculpture|Parrots
206522,True,1740,1756,1754,1754,2019-10-16,European Sculpture and Decorative Arts,Potpourri vase (pot-pourri à jour),"French, Vincennes",Factory|Decorator|Designer,Vincennes Manufactory|Louis-Jean Thévenet (père)|Jean-Claude Duplessis,French|French,Soft-paste porcelain,Height: 7 3/8 in. (18.7 cm),Ceramics-Porcelain,Birds|Flowers
206530,True,1740,1756,1755,1755,2019-05-08,European Sculpture and Decorative Arts,Liqueur bottle cooler (seau ovale à liqueur),"French, Vincennes",Factory,Vincennes Manufactory,French,Soft-paste porcelain,"Overall: 4 7/8 × 12 3/8 × 5 3/4 in. (12.4 cm, 14.6 cm)",Ceramics-Porcelain,Fruit|Flowers
206562,True,1783,1862,1836,1836,2019-02-01,European Sculpture and Decorative Arts,Milk jug (pot à lait ovoide) (part of a service),"French, Sèvres",Decorator|Factory|Decorator|Patron,"Jean Charles Develly|Sèvres Manufactory|Pierre Riton|Louis Philippe, King of France",French|French,Hard-paste porcelain,Overall (confirmed): 7 7/16 x 3 7/8 x 3 1/4 in. (18.9 x 9.8 x 8.3 cm),Ceramics-Porcelain,Men|Women|Music|Insignia|Jugs
206563,True,1783,1862,1836,1836,2019-02-01,European Sculpture and Decorative Arts,Sugar bowl (pot à sucre ovoide),"French, Sèvres",Decorator|Factory|Decorator|Patron,"Jean Charles Develly|Sèvres Manufactory|Pierre Riton|Louis Philippe, King of France",French|French,Hard-paste porcelain,Overall (confirmed): 5 5/8 x 5 1/4 x 4 1/16 in. (14.3 x 13.3 x 10.3 cm),Ceramics-Porcelain,Men|Drinking|Writing|Ships|Bowls
206564,True,1783,1862,1836,1836,2019-02-01,European Sculpture and Decorative Arts,Tray,"French, Sèvres",Decorator|Factory|Decorator|Patron,"Jean Charles Develly|Sèvres Manufactory|Pierre Riton|Louis Philippe, King of France",French|French,Hard-paste porcelain,Overall (confirmed): 3/4 x 17 3/4 x 13 11/16 in. (1.9 x 45.1 x 34.8 cm),Ceramics-Porcelain,Men|Women|Horses|Landscapes|Trees|Trays
206566,True,1694,1770,1744,1744,2020-02-24,European Sculpture and Decorative Arts,John Barnard,"British, London",Artist,John Michael Rysbrack,Flemish,Marble,Overall (confirmed): 17 × 12 1/8 × 9 1/8 in. (43.2 × 30.8 × 23.2 cm),Sculpture,Boys|Portraits
206575,True,1508,1587,1600,1699,2019-02-01,European Sculpture and Decorative Arts,Virgin adoring the Christ Child,"Italian, Reggio Emilia",Artist,Lelio Orsi (called Lelio da Novellara),Italian,Ivory,Height: 3 1/4 in. (8.3 cm),Sculpture-Miniature,Madonna and Child
206577,True,1771,1844,1838,1839,2019-04-27,European Sculpture and Decorative Arts,Nine-light candelabrum,"British, London",Maker,Paul Storr,British,Silver,Height: 35 in. (88.9 cm),Metalwork-Silver,Triton|Neptune
206578,True,1771,1844,1808,1818,2019-02-01,European Sculpture and Decorative Arts,Six-light candelabrum,"British, London",Maker|Maker,"Paul Storr|Rundell, Bridge and Rundell",British,Silver,Height: 32 1/2 in. (82.6 cm),Metalwork-Silver,Men|Women|Flutes|Candelabra
206581,True,1795,1875,1852,1880,2019-07-06,European Sculpture and Decorative Arts,Ten-light Grecian-style candelabrum (one of a pair),French,Maker,Antoine-Louis Barye,French,Bronze,Overall: 24 3/4 × 14 × 13 in. (62.9 × 35.6 × 33 cm),Metalwork-Bronze,Candelabra
206583,True,1744,1820,1785,1795,2019-05-08,European Sculpture and Decorative Arts,Table,French,Maker,Adam Weisweiler,French,"Oak, Japanese lacquer and ebony veneer, gilt bronze, verde antico marble",H. 37-3/8 x W. 52-7/8 x D. 24-1/4 in.  (94.9 x 134.3 x 61.6 cm),Woodwork-Furniture,Cranes|Trees|Tables
206585,True,1728,1828,1785,1815,2019-11-08,European Sculpture and Decorative Arts,Three-light wall brackets (set of four),French,Modeler,F. L. Feuchère père,French,Gilt bronze,Each: H. 27 1/4 x W. 15 1/4 x D. 9 1/4 in.  (69.2 x 38.7 x 23.5 cm),Metalwork-Gilt Bronze,Birds
206587,True,1687,1757,1725,1735,2019-05-08,European Sculpture and Decorative Arts,Rosewater ewer,"German, Augsburg",Maker,Johann Erhard Heiglen,German,Silver gilt,Height: 13 3/8 in. (34 cm),Metalwork-Silver,Ewers
206588,True,1744,1820,1785,1795,2019-05-22,European Sculpture and Decorative Arts,Commode (commode à vantaux) (part of a set),"French, Paris",Maker,Adam Weisweiler,French,"Oak veneered with ebony, amaranth, holly, ebonized holly, satinwood, Japanese and French lacquer panels; gilt-bronze mounts, brocatelle marble top (not original); steel springs; morocco leather (not original)",H. 38-3/8 in. (97.5 cm); W. 58-5/8 in. (148.9 cm); D. 22-1/4 in.(56.5 cm),Woodwork-Furniture,Buildings|Roosters
206589,True,1744,1820,1785,1795,2019-05-08,European Sculpture and Decorative Arts,Drop-front secretary on stand (secrètaire à abattant or secrétaire en cabinet) (one of a pair) (part of a set),"French, Paris",Maker,Adam Weisweiler,French,"Oak veneered with ebony, amaranth, holly, ebonized holly, satinwood, Japanese and French lacquer panels, gilt-bronze mounts, brocatelle marble top (not original); steel springs; morocco leather (not original)",H. 52-3/8 x W. 34 x D. 16-1/2 in.  (133.0 x 86.0 x 41.9 cm),Woodwork-Furniture,Birds|Houses|Caryatids|Landscapes|Furniture
206595,True,1824,1887,1855,1868,2019-02-01,European Sculpture and Decorative Arts,"Musette, a Maltese dog","French, Paris",Modeler|Maker,Albert-Ernest Carrier-Belleuse|Jean-Baptiste Gille,French|French,Hard-paste porcelain,Height: 15 1/2 in. (39.4 cm),Ceramics-Porcelain,Dogs
206602,True,1720,1777,1767,1777,2019-10-21,European Sculpture and Decorative Arts,Pair of firedogs (chenets),"French, Paris",Artist,Quentin-Claude Pitoin,French,Gilt bronze,".5) H. 16 x W. 24 1/4 x D. 7 5/8 in.  (40.6 x 61.6 x 19.4 cm);
.6) H. 15 1/2 x W. 24 1/4 x D. 7 5/8 in. (39.4 x 61.6 x 19.4 cm)",Metalwork-Gilt Bronze,Boars|Deer
206604,True,1734,1806,1785,1795,2019-05-08,European Sculpture and Decorative Arts,Side table (commode servante or commode desserte),"French, Paris",Maker,Jean Henri Riesener,French,"Oak, pine, mahogany, and mahogany veneer; gilt-bronze mounts; Carrara marble top and shelf","H. 36 in. (91.4 cm.), W. 44-5/8 in. (113.3 cm.), D. 16-1/4 in. (41.3 cm.)",Woodwork-Furniture,Flowers|Leaves|Tables
206616,True,1749,1772,1765,1775,2019-05-08,European Sculpture and Decorative Arts,Filing cabinet (cartonnier) (part of a set),French,Maker,Joseph Baumhauer,French,"Oak veneered with tulipwood, purplewood, casuarina wood, kingwood, gilt-bronze mounts",H. 27-1/2 x W. 42-1/2 x D. 14 in.  (69.8 x 108.0 x 35.6 cm),Woodwork-Furniture,Flowers|Cabinets
206617,True,1695,1750,1735,1750,2019-05-08,European Sculpture and Decorative Arts,Pair of candlesticks,"French, Paris",Maker,Juste Aurèle Meissonnier,French,Gilt bronze,Height (each): 11 3/4 in. (29.8 cm); Diam. of base (each): 6 1/2 in. (16.5 cm),Metalwork-Gilt Bronze,Candlesticks
206622,True,1711,1811,1757,1758,2019-04-27,European Sculpture and Decorative Arts,Needle case (étui),"French, Sèvres",Maker|Factory,Dominique-François Poitreau|Sèvres Manufactory,French,"Soft-paste porcelain, gold",Length: 5 in. (12.7 cm),Ceramics-Porcelain,Flowers
206623,True,1510,1590,1600,1750,2019-05-22,European Sculpture and Decorative Arts,Dish with Diana and the stag,French,Maker,Bernard Palissy,French,Lead-glazed earthenware,Overall: 2 1/2 × 19 3/4 in. (6.4 × 50.2 cm),Ceramics-Pottery,Diana|Deer|Dogs
206637,True,1764,1812,1770,1780,2019-02-01,European Sculpture and Decorative Arts,Three children,"Italian, Venice",Factory,Cozzi manufactory,Italian,Hard-paste porcelain,Height: 4 5/16 in. (11 cm),Ceramics-Porcelain,Children
206652,True,1710,1780,1760,1770,2019-02-01,European Sculpture and Decorative Arts,Turk,"Italian, Florence",Modeler|Factory,Gaspero Bruschi|Doccia Porcelain Manufactory,Italian|Italian,Hard-paste porcelain,Height: 6 1/16 in. (15.4 cm),Ceramics-Porcelain,Men
206655,True,1764,1812,1765,1785,2019-02-01,European Sculpture and Decorative Arts,Centerpiece,"Italian, Venice",Factory,Cozzi manufactory,Italian,Hard-paste porcelain,11 9/16 × 6 7/8 in. (29.4 × 17.5 cm),Ceramics-Porcelain,Neptune|Seahorses
206670,True,1720,1763,1750,1760,2019-02-01,European Sculpture and Decorative Arts,Corpus,"German, Nymphenburg",Modeler|Factory,Franz Anton Bustelli|Nymphenburg Porcelain Manufactory,Swiss,Hard-paste porcelain; cross: wood (non-original),"Overall (confirmed): 13 3/8 x 8 5/16 x 1 3/4 in. (34 x 21.1 x 4.4 cm);
Other (cross): 18 7/8 in. (47.9cm)",Ceramics-Porcelain,Men
206683,True,1761,1822,1811,1811,2019-12-12,European Sculpture and Decorative Arts,"Napoleon, Baptism of the King of Rome",French,Artist,Bertrand Andrieu,French,"Bronze, struck",Diameter: 2 11/16 in. (6.8 cm),Medals and Plaquettes,Napoleon I|Infants|Men|Profiles
206697,False,1834,1917,1874,1956,2019-02-01,European Sculpture and Decorative Arts,The Schoolgirl,French,Artist|Founder,Edgar Degas|A. A. Hébrard,French,"Bronze, black marble base",H. w. base: 11-5/8 in. (29.5 cm.); H. w/out base: 10-5/8 in. (27 cm.); W. 4-5/8 in. (11.7 cm.); D. 5-7/8 in. (14.9 cm.),Sculpture-Bronze,Girls
206707,True,1636,1699,1683,1716,2019-05-14,European Sculpture and Decorative Arts,The Offering to Bacchus (from a set of five Berain Grotesques),"French, Beauvais",Designer|Workshop director|Manufactory|Artist|Designer,Jean-Baptiste Monnoyer|Philippe Béhagle|Beauvais|Jean Berain|Guy Louis Vernansal the Elder,French|French|French|French,"Wool, silk (21-27 warps per inch, 8-9 per cm.)",9 ft. 7 in. × 80 in. (292.1 × 203.2 cm),Textiles-Tapestries,Doves|Grotesques|Horns|Bacchus|Birds|Men|Flowers
206708,False,1869,1947,1800,1999,2019-10-10,European Sculpture and Decorative Arts,Little Girl with Roses,French,Artist,Ovide Yencesse,French,Bronze,4 1/8 × 2 9/16 in. (105 × 65 mm),Medals and Plaquettes,Girls|Roses
206709,False,1795,1875,1869,1899,2019-07-06,European Sculpture and Decorative Arts,Roman Jester (Petit fou de Rome),French,Artist|Founder,Antoine-Louis Barye|Barbedienne Foundry,French,"Bronze, on wood base",Overall (with base): 8 1/8 × 3 1/8 × 2 1/2 in. (20.6 × 7.9 × 6.4 cm); Height (without base): 6 7/8 in. (17.5 cm),Sculpture-Bronze,Men
206711,True,1730,1809,1763,1775,2019-02-01,European Sculpture and Decorative Arts,Ceres,"French, Paris",Artist,Augustin Pajou,French,Buff terracotta with reddish patination,Overall: 24 5/8 × 7 1/2 × 7 1/2 in. (62.5 × 19.1 × 19.1 cm),Sculpture,Ceres
206712,True,1710,1793,1740,1740,2020-02-24,European Sculpture and Decorative Arts,Bust of an Englishman,"Flemish, carved in Rome",Artist,Peter Anton von Verschaffelt,Flemish,Bust: Carrara marble; socle: gray marble,Height (bust): 29 3/4 in. (75.6 cm); Height (socle): 5 1/8 in. (13 cm),Sculpture,Portraits|Men
206715,True,1751,1843,1806,1806,2020-02-08,European Sculpture and Decorative Arts,Allegory of the Maréchal de Villars’s Victory at Denain,"French, Paris",Founder|Artist,Pierre Philippe Thomire|Louis Simon Boizot,French|French,Bronze,Overall (confirmed): H. 35 x W. 27 x D. 18 5/8 in. (88.9 x 68.6 x 47.3 cm),Sculpture-Bronze,Allegory|Musical Instruments|Men|Women
206724,True,1598,1680,1650,1675,2020-02-24,European Sculpture and Decorative Arts,Saint Agnes,"Italian, Rome",Artist,Gian Lorenzo Bernini,Italian,Bronze,Overall (confirmed): 13 15/16 × 6 × 5 7/8 in. (35.4 × 15.2 × 14.9 cm),Sculpture-Bronze,Women|Saints
206725,True,1781,1835,1815,1835,2019-02-01,European Sculpture and Decorative Arts,The Three Graces,"Italian, Rome",Maker,Bartolomeo Pinelli,Italian,Terracotta,Height: 14 in. (35.6 cm),Sculpture,Garlands|Goddess
206726,True,1760,1812,1794,1794,2019-04-27,European Sculpture and Decorative Arts,"Apotheosis of Friedrich Wilhelm II, King of Prussia (b. 1744, r. 1786–97)",German,Artist,John Christian Rauschner,German,Colored wax on painted slate,13 1/2 × 10 in. (34.3 × 25.4 cm),Sculpture-Miniature,Men|Putti|Kings|Women
206743,True,1738,1826,1781,1791,2019-10-10,European Sculpture and Decorative Arts,America from a set of The Four Continents,"French, Beauvais",Designer|Maker|Manufactory|Patron,"Jean Jacques François Le Barbier|de Menou|Beauvais|Louis XVI, King of France",French|French|French,"Wool, silk (19-21 warps per inch, 8 per cm.)",12 × 15 ft. (365.8 × 457.2 cm),Textiles-Tapestries,Birds|Cannons|Leopards|Women|Flags
206745,True,1738,1826,1785,1899,2019-05-22,European Sculpture and Decorative Arts,Five-fold screen,French,Artist,Jean Jacques François Le Barbier,French,Panels: oil and canvas; frame: gilt wood; lining: silk taffeta,Overall (each panel): 71 × 22 1/8 × 1 1/4 in. (180.3 × 56.2 × 3.2 cm),Woodwork-Furniture,Men|Women|Cupid
206757,True,1494,1540,1600,1615,2019-09-19,European Sculpture and Decorative Arts,Pluto and Cerberus,French,Artist,Giovanni Battista di Jacopo,Italian,Bronze,Height: 11 3/8; Width (elbow to forearm): 3 5/8; maximun depth (diagonal from tree trunk support behind leg to front edge of base): 5 1/16 in. (28.9 x 9.2 x 12.9 cm); Wt. 6lb. (2.7216kg),Sculpture-Bronze,Male Nudes|Dogs|Pluto
206758,True,1619,1686,1675,1699,2019-02-01,European Sculpture and Decorative Arts,Two Women Wrestling,"Italian, Florence",Artist,Ferdinando Tacca,Italian,Bronze,Overall (confirmed): 13 9/16 × 7 1/2 × 8 3/8 in. (34.4 × 19.1 × 21.3 cm),Sculpture-Bronze,Female Nudes
206759,True,1619,1686,1675,1699,2019-02-01,European Sculpture and Decorative Arts,Two Men Wrestling,"Italian, Florence",Artist,Ferdinando Tacca,Italian,Bronze,Overall (confirmed): 16 1/4 × 8 3/8 × 8 1/2 in. (41.3 × 21.3 × 21.6 cm),Sculpture-Bronze,Men
206762,True,1795,1875,1800,1899,2019-07-06,European Sculpture and Decorative Arts,General Bonaparte in the Uniform of a General,French,Artist,Antoine-Louis Barye,French,Bronze,Overall (with base): 7 1/8 × 3 × 1 3/4 in. (18.1 × 7.6 × 4.4 cm); Height (without base): 4 1/8 in. (10.5 cm),Sculpture-Bronze,Men|Portraits
206773,True,1763,1850,1812,1822,2019-10-10,European Sculpture and Decorative Arts,Cruet frame (one of a pair),"French, Paris",Maker,Jean-Baptiste-Claude Odiot,French,"Silver gilt, glass",15 3/16 × 12 in. (38.6 × 30.5 cm),Metalwork-Silver,Leda|Swans|Lions
206780,True,1552,1616,1660,1685,2019-02-01,European Sculpture and Decorative Arts,Judgment of Paris,"probably German, Hamburg",Artist|Artist,Hans von Aachen|Raphael Sadeler I,German|Netherlandish,Silver gilt,41 × 35 in. (104.1 × 88.9 cm),Metalwork-Silver,Men|Women|Putti|Coat of Arms
206782,True,1577,1640,1600,1899,2019-02-01,European Sculpture and Decorative Arts,"Equestrian statuette of Philip IV, King of Spain (1605–1665)",Italian,Artist,Pietro Tacca,Italian,Bronze,"Horse and rider (confirmed): 16 1/8 × 7 × 12 5/8 in. (41 × 17.8 × 32.1 cm)
Rider (a) (confirmed): 12 3/8 × 7 × 5 1/8 in. (31.4 × 17.8 × 13 cm)
Horse (b) (confirmed): 12 × 5 5/8 × 12 5/8 in. (30.5 × 14.3 × 32.1 cm)
Base (confirmed): 9 × 7 3/4 × 15 in. (22.9 × 19.7 × 38.1 cm)",Sculpture-Bronze,Kings|Philip IV|Horse Riding
206786,True,1725,1785,1780,1790,2019-05-08,European Sculpture and Decorative Arts,Candlestick and workbox (table à ouvrage en guéridon),French,Maker,Martin Carlin,French,"Oak, veneered with tulipwood, boxwood, and ebony; gilt-bronze; blue velvet",29 1/2 in. (74.9 cm); Diameter: 11 5/8 in. (29.5 cm),Woodwork-Furniture,Candlesticks
206787,True,1749,1772,1765,1775,2019-05-08,European Sculpture and Decorative Arts,Writing table (part of a set),French,Maker,Joseph Baumhauer,French,"Oak, veneered with tulipwood, purplewood, casuarina wood, and kingwood; gilt-bronze mounts, gilt-tooled leather",H. 29-3/4 x W. 69 x D. 39-1/4 in.  (75.6 x 175.3 x 99.7 cm),Woodwork-Furniture,Tables
206788,True,1739,1839,1788,1788,2019-11-19,European Sculpture and Decorative Arts,Set of four three-light sconces (bras de lumière),"French, Paris",Factory director|Maker|Maker|Maker,Jean Hauré|Etienne-Jean Forestier|Pierre-Auguste Forestier|Pierre Philippe Thomire,French,Gilt bronze,Each: H. 21-3/4 x W. 18 x D. 10-7/8 in.  (55.2 x 45.7 x 27.6 cm),Metalwork-Gilt Bronze,Grapes|Lions
206795,True,1737,1823,1785,1799,2019-11-12,European Sculpture and Decorative Arts,Alexander Pope (1688–1744),British,Artist|Artist,Joseph Nollekens|Louis François Roubiliac,"British|British, born France",Marble,Overall (confirmed): 21 1/2 × 12 × 9 × 7 5/8 in. (54.6 × 30.5 × 22.9 × 19.4 cm),Sculpture,Men|Portraits
206803,True,1737,1896,1750,1755,2019-05-22,European Sculpture and Decorative Arts,Platter,"Italian, Florence",Factory,Doccia Porcelain Manufactory,Italian,Hard-paste porcelain,13 7/16 × 11 1/8 in. (34.1 × 28.3 cm),Ceramics-Porcelain,Garlands|Flowers
206804,True,1764,1812,1770,1780,2019-02-01,European Sculpture and Decorative Arts,Porringer with cover (Écuelle),"Italian, Venice",Factory,Cozzi manufactory,Italian,Hard-paste porcelain,Overall (with handles): 4 5/8 × 6 1/2 in. (11.7 × 16.5 cm),Ceramics-Porcelain,Flowers|Bowls
206805,True,1737,1896,1740,1750,2019-05-22,European Sculpture and Decorative Arts,Plate,"Italian, Florence",Factory,Doccia Porcelain Manufactory,Italian,Hard-paste porcelain,Diameter: 9 1/8 in. (23.2 cm),Ceramics-Porcelain,Flowers
206806,True,1737,1896,1770,1780,2019-05-22,European Sculpture and Decorative Arts,Cup and saucer,"Italian, Florence",Factory,Doccia Porcelain Manufactory,Italian,Hard-paste porcelain,Height (cup .4): 2 5/8 in. (6.7 cm); Diameter (saucer .5): 4 1/2 in. (11.4 cm),Ceramics-Porcelain,Flowers
206808,True,1771,1844,1807,1808,2019-02-01,European Sculpture and Decorative Arts,Hot water jug,"British, London",Maker,Paul Storr,British,"Silver, wood",Overall: 11 3/4 × 6 1/2 in. (29.8 × 16.5 cm),Metalwork-Silver,Jugs
206814,True,1592,1660,1635,1655,2019-09-10,European Sculpture and Decorative Arts,Leda and the Swan,"French, Paris",Artist,Jacques Sarazin,French,White marble,Height: 62 in. (157.5 cm),Sculpture,Cupid|Leda|Swans
206819,True,1824,1887,1865,1875,2019-02-01,European Sculpture and Decorative Arts,Leda and the Swan,"French, Paris",Artist,Albert-Ernest Carrier-Belleuse,French,Cast terracotta,Height (without base): 14 1/2 in. (36.8 cm),Sculpture,Leda|Swans
206827,True,1794,1926,1835,1845,2019-02-01,European Sculpture and Decorative Arts,Centerpiece,"British, Coalport",Manufactory,Coalport,British,Bone porcelain,Diameter: 10 3/4 in. (27.3 cm),Ceramics-Porcelain,Fruit|Flowers
206832,True,1575,1625,1600,1625,2019-08-08,European Sculpture and Decorative Arts,Casket with scenes of Genesis,"French, Limoges",Enameler|Engraver,Suzanne de Court|Etienne Delaune,French|French,"Painted enamel on copper, partly gilt; silver mounts",Overall: 7 3/4 × 9 1/2 × 5 1/4 in. (19.7 × 24.1 × 13.3 cm),Enamels,Wells|Men|Sheep|Trees
206834,True,1761,1822,1814,1814,2019-12-12,European Sculpture and Decorative Arts,"Louis XVIII, King of France",French,Artist|Artist,Bertrand Andrieu|Jacques Edouard Gatteaux,French|French,Bronze,Diameter: 2 in. (5.1 cm),Medals and Plaquettes,Kings|Profiles
206876,True,1378,1455,1446,1446,2019-09-10,European Sculpture and Decorative Arts,Reliquary casket,"Italian, Florence",Artist,Lorenzo Ghiberti,Italian,Gilt copper and champlevé enamel,Overall: 7 1/2 × 7 3/4 × 3 1/4 in. (19.1 × 19.7 × 8.3 cm),Metalwork-Copper,Reliquaries
206893,True,1795,1875,1800,1847,2019-07-06,European Sculpture and Decorative Arts,Panther Seizing a Stag,French,Artist,Antoine-Louis Barye,French,Bronze,14-1/8 x 21-3/4 x 10-1/4 in.  (35.9 x 55.2 x 26.0 cm.),Sculpture-Bronze,Animals|Deer
206896,True,1809,1879,1868,1868,2019-09-10,European Sculpture and Decorative Arts,Venus and the Sphinx,"French, Paris",Artist,Auguste Préault,French,Tinted plaster,Overall (confirmed): 42 1/2 × 45 × 23 3/4 in. (108 × 114.3 × 60.3 cm),Sculpture,Sphinx|Venus
206910,True,1737,1896,1750,1755,2019-04-27,European Sculpture and Decorative Arts,Merman (one of six),"Italian, Florence",Factory,Doccia Porcelain Manufactory,Italian,"Hard-paste porcelain, silver",Height: 6 3/4 in. (17.1 cm),Ceramics-Porcelain,Mermen
206911,False,1848,1928,1885,1899,2019-02-01,European Sculpture and Decorative Arts,Grief,"French, Paris",Artist|Founder,Albert Bartholomé|Siot-Decauville,French|French,"Bronze, red sandstone",Height: 14 5/8 in. (37.1 cm),Sculpture-Bronze,Female Nudes
206912,False,1840,1918,1895,1905,2019-02-01,European Sculpture and Decorative Arts,Portrait of Auguste Rodin,French,Artist,Victor Peter,French,Marble,11 3/4 x 9 1/2 in. (29.8 x 24.1 cm),Sculpture,Men|Profiles
206913,True,1753,1836,1783,1783,2019-02-01,European Sculpture and Decorative Arts,Doves of Pliny,"Italian, Rome",Artist,Giacomo Raffaelli,Italian,Glass mosaic on bronze,Diameter: 4 3/4 in. (12.1 cm),Glass,Doves
206915,True,1737,1896,1755,1775,2019-09-10,European Sculpture and Decorative Arts,Summer (Ceres),"Italian, Florence",Factory|Modeler,Doccia Porcelain Manufactory|Balthasar Permoser,Italian|German,Hard-paste porcelain,Height: 8 3/16 in. (20.8 cm),Ceramics-Porcelain,Putti|Ceres
206918,True,1470,1532,1505,1525,2019-09-10,European Sculpture and Decorative Arts,Pan,"Italian, Padua",Artist,"Andrea Briosco, called Riccio",Italian,Bronze,"Overall (confirmed): 14 1/8 × 6 1/4 × 4 3/4 in. (35.9 × 15.9 × 12.1 cm)
Base (confirmed): 7 in. × 6 3/4 in. × 7 in. (17.8 × 17.1 × 17.8 cm)",Sculpture-Bronze,Satyrs
206969,False,1725,1785,1764,1774,2019-06-28,European Sculpture and Decorative Arts,Desk (bonheur du jour),"French, Sèvres",Maker|Factory|Decorator|Decorator|Decorator,Martin Carlin|Sèvres Manufactory|Jean-Jacques Pierre the Younger|Guillaume Noël|Denis Levé,French|French,"Oak, mahogany, tulipwood, sycamore, ebony, box and harewood, gilt-bronze mounts, soft-paste porcelain",Overall: 32 1/4 × 26 1/4 × 15 3/4 in. (81.9 × 66.7 × 40 cm),Woodwork-Furniture,Flowers|Desks
206970,False,1725,1785,1765,1775,2019-06-28,European Sculpture and Decorative Arts,Desk (bonheur du jour),"French, Paris and Sèvres",Maker|Factory|Decorator|Decorator,Martin Carlin|Sèvres Manufactory|Antoine-Toussaint Cornailles|Nicquet,French|French|French,"Oak, mahogany, tulipwood, sycamore, ebony, box and harewood, gilt-bronze mounts, soft-paste porcelain",Overall: 32 1/4 × 26 1/4 × 15 3/4 in. (81.9 × 66.7 × 40 cm),Woodwork-Furniture,Flowers|Leaves|Desks
