Object ID,Department,Title,Culture,Artist Role,Artist Display Name,Artist Nationality,Medium,Dimensions,Classification,Tags
239553,European Sculpture and Decorative Arts,Elizabeth II Sovereign,British,Artist|Artist,Mary Gillick|Benedetto Pistrucci,Italian,Gold,Diameter: 7/8 in. (2.2 cm),Coins,Profiles|Women|Hunting|Horse Riding
239561,European Sculpture and Decorative Arts,Flask with face,"French, Saint-Amand-en-Puisaye",Maker,Jean-Joseph Carriès,French,Glazed stoneware,"H. 15 1/2 in.; wt. confirmed: 9.5 lb. (39.4 cm, 4.3 kg)",Ceramics-Pottery,Faces|Bottles
239562,European Sculpture and Decorative Arts,Le Grenouillard (The Frog Man),"French, Saint-Amand-en-Puisaye",Maker,Jean-Joseph Carriès,French,Glazed stoneware,"wt. confirmed: 13 in., 29.1 lb. (33 cm, 13.2 kg)",Ceramics-Pottery,Men|Frogs
239582,European Sculpture and Decorative Arts,Figure of a Beggar,"British, Chelsea",Modeler|Factory,Joseph Willems|Chelsea Porcelain Manufactory,Flemish,Soft-paste porcelain with enamel decoration,"Overall (wt. confirmed): 7 9/16 × 3 × 2 5/8 in., 1 lb. (19.2 × 7.6 × 6.7 cm, 0.5 kg)",Ceramics-Porcelain,Men
309617,"Arts of Africa, Oceania, and the Americas",Stone Mother and Child Figure (First Woman On Earth),Inuit,Artist,Kiakshuk,Inuit,Stone,H x W x D: 3 1/4 x 1 15/16 x 1 9/16 in. (8.3 x 4.9 x 4 cm),Stone-Sculpture,Infants|Mothers
309618,"Arts of Africa, Oceania, and the Americas",Stone Male in Parka,Inuit,Artist,Kiakshuk,Inuit,Stone,H x W x D: 3 1/4 x 2 3/16 x 1 3/8in. (8.3 x 5.5 x 3.5cm),Stone-Sculpture,Men
309634,"Arts of Africa, Oceania, and the Americas","""Man Skiing with Dogs""",Inuit,Artist,George A. Ahgupach,American,"Parchment, ink, blood serum, carbon",H x W: 4 15/16 x 6 15/16 in. (12.6 x 17.7 cm),Paper-Drawings,Men|Dogs|Snow|Skiing
311600,"Arts of Africa, Oceania, and the Americas",Figure,Asmat people,Artist,Fanipdas,Asmat,Wood,H. 43 1/2 in. (110.5 cm),Wood-Sculpture,Men
311717,"Arts of Africa, Oceania, and the Americas",Bis Pole,Asmat people,Artist,Fanipdas,Asmat,"Wood, paint, fiber",H. 17 ft. 11 1/2 in. × W. 21 1/2 in. × D. 57 in. (547.4 × 54.6 × 144.8 cm),Wood-Sculpture,Human Figures
313240,"Arts of Africa, Oceania, and the Americas",Relief with Enthroned Ruler,Maya,Artist,Chakalte',Guatemalan or Mexican,"Limestone, paint",H. 35  x  W. 34 1/2  x  D. 2 3/4 in. (88.9 x 87.6 x 7 cm),Stone-Sculpture,Thrones|Kings|Men
313510,"Arts of Africa, Oceania, and the Americas",Two Albums of Drawings by M. Covarrubias,Mexican,Artist,Miguel Covarrubias,Mexican,"Paper, ink, pencil, water color paint, leather, plastic, metal","H. 12 1/4 x W.  5 3/4 in. (31.1 x 14.6 cm)
",Paper-Drawings,Snakes
313760,"Arts of Africa, Oceania, and the Americas",Shoe (Bata ileke),Yoruba peoples,Artist,Adesina,Nigerian,"Leather, beads, cloth",H. 10 3/4 x W. 4 1/4 in. (27.3 x 10.8 cm),Beads-Costumes,Shoes
314034,"Arts of Africa, Oceania, and the Americas",Prestige Stool: Female Caryatid,Luba or Hemba peoples,Artist,"Buli Master, possibly Ngongo ya Chintu (Hemba, ca. 1810-1870)",Democratic Republic of Congo,"Wood, metal studs",H. 24 × W. 11 × D. 11 in. (61 × 27.9 × 27.9 cm),Wood-Furniture,Caryatids|Women
314326,"Arts of Africa, Oceania, and the Americas",Sango Staff: Kneeling Female Figure  (Ose Sango),Yoruba peoples,Artist,Onakunle Aribikona,Nigerian,Wood,H. 12 x W. 3 1/8 x D. 2 1/4 in. (30.5 x 7.9 x 5.7 cm),Wood-Sculpture,Women
314971,"Arts of Africa, Oceania, and the Americas",House of the Head Shrine: Equestrian (Ile Ori),"Yoruba peoples, Ekiti group",Artist,Adesina,Nigerian,"Cloth, glass beads, cowrie shells, leather, mirrors",H. 29 x W. 9 3/8 x D. 10 3/4 in. (73.7 x 23.8 x 27.3 cm),Textiles-Beadwork,Men|Horse Riding
317823,"Arts of Africa, Oceania, and the Americas",Veranda Post: Equestrian Figure and Female Caryatid,"Yoruba peoples, Ekiti group",Artist,Olowe of Ise,Nigerian,"Wood, pigment","H. 71 x W. 11 1/4 x D. 14 in. (180.3 x 28.6 x 35.6 cm)
",Wood-Architectural,Firearms|Spears|Caryatids|Men|Women|Horses
318455,"Arts of Africa, Oceania, and the Americas",Wrapper,Igbo peoples,Artist,Akwete Women's Weaving Cooperative,Nigerian,"Cotton, Lurex",L. 85 1/2 x W. 50 in. (217.2 x 127 cm ),Textiles-Woven,Stars
319092,"Arts of Africa, Oceania, and the Americas",Totem Pole Model,Haida,Artist,Charles Edenshaw,Haida,Argillite,H. 16 1/4 x W. 3 1/4 in. (41.3 x 8.3 cm),Stone-Sculpture,Heads|Human Figures
319145,"Arts of Africa, Oceania, and the Americas",Female Doll,Assiniboine or Sioux,Artist,Joyce Growing Thunder Fogarty,Native American,"Cotton, glass, leather, metal, hair, feather, ribbon, shell",H. 19 1/2 x W. 9 in. (49.5 x 22.9 cm),Textiles-Sculpture,Women|Dolls
319151,"Arts of Africa, Oceania, and the Americas",Tobacco Bag,Assiniboine or Sioux,Artist,Joyce Growing Thunder Fogarty,Native American,"Native-tanned deerskin, pigment, glass, quill, cloth",H. 40 x W. 8 in. (101.6 x 20.3 cm),Beads-Containers|Hide-Costumes,Horse Riding
319222,"Arts of Africa, Oceania, and the Americas",Totem Pole Model,Haida,Artist,Charles Edenshaw,Haida,Argillite,H. 26 1/4 x W. 4 5/8 in. (66.7 x 11.7 cm),Stone-Sculpture,Mythical Creatures
436343,Arms and Armor,"Alfonso II d'Este (1533–1597), Duke of Ferrara","Italian, Ferrara",Artist,Italian (Ferrarese) Painter,Italian,Oil on canvas,47 x 35 3/4 in. (119.4 x 90.8 cm),Paintings,Men|Portraits
436699,Arms and Armor,William H. Riggs (1837–1924) in Sixteenth-Century Half-Armor,"French, Paris",Artist,Ferdinand Humbert,French,Oil on canvas,22 x 15 in. (55.9 x 38.1 cm),Paintings,Men|Portraits
436729,Arms and Armor,"Alfonso I d'Este (1476–1534), Duke of Ferrara","Italian, Ferrara",Artist,Italian (Ferrarese) Painter,Italian,Oil on canvas,52 7/8 x 38 1/4 in. (134.3 x 97.2 cm),Paintings,Men|Portraits
437271,The American Wing,Our Lady of Guápulo,Peruvian,Artist|Former Attribution,Peruvian (Cuzco) Painter|Peruvian Painter,Peruvian|Peruvian,Oil on canvas,67 1/4 x 43 1/2 in. (170.8 x 110.5 cm),Paintings,Madonna and Child|Christ|Virgin Mary
458955,Robert Lehman Collection,Saint Peter,"Italian, Siena",Former Attribution|Artist,"Follower of Barna da Siena|Follower of Lippo Memmi (Italian, Sienese, active mid-14th century)",Sienese|Italian,"Tempera on wood, gold ground","Overall, with original side and bottom moldings, 17 5/8 x 10 7/8 in. (44.8 x 27.6 cm)",Paintings,Saint Peter
458960,Robert Lehman Collection,The Lamentation over the Dead Christ,"Italian, Siena",Artist,Workshop of  Niccolò di Buonaccorso,Italian,"Tempera on wood, gold ground",Overall: 16 1/8 x 10 1/2 in. (41 x 26.7 cm); Painted Surface: 15 1/2 x 10 in. (39.4 x 25.4 cm),Paintings,Christ|Men|Women|Lamentation|Saints
458962,Robert Lehman Collection,Diptyc,"Italian, Siena",Artist,Workshop of  Paolo di Giovanni Fei,Italian,"Tempera on wood, gold ground","Left wing, overall, with engaged frame, 17 7/8 x 7 3/4 in. (45.4 x 19.7 cm); left wing, painted surface, including gable, 15 7/8 x 6 1/2 in. (40.3 x 16.5 cm); right wing, overall, with engaged frame, 18 x 7 3/4 in. (45.7 x 19.7 cm); right wing, painted surface, including gable, 15 7/8 x 6 1/2 in. (40.3 x 16.5 cm)",Paintings,Crucifixion|Christ|Madonna and Child
458981,Robert Lehman Collection,Madonna and Child Enthroned with Two Cherubim,"Italian, Siena",Artist,Osservanza Master,Italian,"Tempera on wood, gold ground",56 1/2 x 27 3/8 in. (143.5 x 69.5 cm),Paintings,Angels|Madonna and Child
458987,Robert Lehman Collection,Saints Cosmas and Damian and Their Brothers before the Proconsul Lycias,Italian,Artist,Icilio Federico Ioni,Italian,Tempera and gold on wood,Overall 10 5/8 x 15 3/4 in. (27 x 40 cm); painted surface 10 3/8 x 12 in. (26.4 x 30.5 cm),Paintings,Men|Saints
458988,Robert Lehman Collection,Saints Cosmas and Damian and Their Brothers Saved by an Angel After They Have Been Condemned to Death by Drowning,Italian,Artist,Icilio Federico Ioni,Italian,Tempera and gold on wood,Overall 10 5/8 x 16 1/8 in. (27 x 41 cm); painted surface 10 3/8 x 12 1/8 in. (26.4 x 30.8 cm),Paintings,Angels|Men|Saints
458989,Robert Lehman Collection,The Stoning of Saints Cosmas and Damian,Italian,Artist,Icilio Federico Ioni,Italian,Tempera and gold on wood,Overall 10 5/8 x 16 in. (27 x 40.6 cm); painted surface 10 3/8 x 12 1/8 in. (26.4 x 30.8 cm),Paintings,Men|Crucifixion|Saints
458997,Robert Lehman Collection,Madonna and Child with Saints Mary Magdalen and Sebastian,Italian,Artist,Icilio Federico Ioni,Italian,"Tempera on wood, gold ground",Overall 43 1/8 x 28 1/2 in. (109.5 x 72.4 cm); painted surface 39 1/4 x 24 5/8 in. (99.7 x 62.5 cm),Paintings,Madonna and Child|Mary Magdalene|Saints
459001,Robert Lehman Collection,The Nativity,"Italian, Florence",Artist,Workshop of Botticelli,Italian,Tempera and gold on wood,30 1/2 x 22 1/2 in. (77.5 x 57.2 cm),Paintings,Virgin Mary|Jesus|Nativity
459002,Robert Lehman Collection,The Vision of Saint Catherine of Alexandria,"Italian, Florence",Artist,Master of the Orcagnesque Misericordia,Italian,"Tempera on wood, gold ground",8 1/4 x 13 1/2 in. (21 x 34.3 cm),Paintings,Boys|Women|Saint Catherine
459010,Robert Lehman Collection,"Madonna and Child Enthroned with Saints Peter, Bartholomew, Catherine of Alexandria, and Paul, and (below) the Nativity; left wing (top to bottom): Annunciatory Angel, Crucified Christ with the Virgin, Saints Mary Magdalen and John, and Christ as the Man of Sorrows; right wing (top to bottom): Virgin Annunciate, Saints Onophrius and Paphnutius, and Saint Onophrius Buried by Saint Paphnutius.",Italian,Former Attribution|Former Attribution|Artist,Tommaso del Mazza|Master of Santa Verdiana|Matteo di Pacino,Italian|Italian,"Tempera on wood, gold ground",Central panel 17 1/2 x 8 in. (44.5 x 20.3 cm); left wing 16 7/8 x 4 1/2 in. (42.9 x 11.4 cm); right wing 17 1/8 x 4 5/8 in. (43.5 x 11.7 cm),Paintings,Madonna and Child|Crucifixion|Nativity|Saints
459011,Robert Lehman Collection,Male Saint,"Italian, Florence",Artist,Workshop of Fra Filippo Lippi,Italian,Tempera and gold on wood,19 x 5 in. (48.3 x 12.7 cm),Paintings,Men|Saints
459012,Robert Lehman Collection,Saint Bernard of Clairvaux,"Italian, Florence",Artist,Workshop of Fra Filippo Lippi,Italian,Tempera and gold on wood,19 x 5 in. (48.3 x 12.7 cm),Paintings,Devil|Men|Saints
459021,Robert Lehman Collection,The Flagellation,"Italian, Romagna",Artist,Master of Forlì,Italian,"Tempera on wood, gold ground",Overall: 7 3/4 x 5 1/4 in. (19.7 x 13.3 cm); Painted Surface (excluding painted borders): 7 3/8 x 4 5/8 in. (18.7 x 11.7 cm),Paintings,Christ|Men|Women
459022,Robert Lehman Collection,The Entombment,"Italian, Romagna",Artist,Master of Forlì,Italian,"Tempera on wood, gold ground",Overall: 8 x 5 1/8 in. (20.3 x 13 cm); Painted Surface (excluding painted borders): 7 3/8 x 4 7/8 in. (18.7 x 12.4 cm),Paintings,Angels|Christ|Virgin Mary|Entombment
459034,Robert Lehman Collection,"Capriccio with a Circular Tower, Two Houses, and a Bridge",Italian,Artist,Follower of Francesco Guardi,Italian [search purposes only],"Oil on paper, laid down on Masonite",2 1/8 x 3 1/2 in. (5.4 x 8.9 cm),Paintings,Towers|Bridges|Boats
459035,Robert Lehman Collection,Capriccio with a Square Tower and Two Houses,Italian,Artist,Follower of Francesco Guardi,Italian [search purposes only],"Oil on paper, laid down on Masonite",2 1/4 x 3 3/8 in. (5.7 x 8.6 cm),Paintings,Landscapes|Houses|Towers
459036,Robert Lehman Collection,"Capriccio with an Island, a Tower, and Houses",Italian,Artist,Follower of Francesco Guardi,Italian [search purposes only],"Oil on paper, laid down on Masonite",2 1/8 x 3 1/2 in. (5.4 x 8.9 cm),Paintings,Houses|Towers|Landscapes
459040,Robert Lehman Collection,Madonna and Child with Saint Catherine of Siena and a Carthusian Donor,"Italian, Lombardy, probably Pavia",Artist,"Italian, Lombard (probably Pavia)","Italian, Lombard (probably Pavia)",Tempera and gold on wood,Overall 22 5/8 x 13 1/8 in. (57.5 x 33.3 cm); painted surface 21 7/8 x 12 1/4 in. (55.6 x 31.1 cm),Paintings,Men|Madonna and Child|Saint Catherine
459046,Robert Lehman Collection,Saints Bartholomew and Simon,"Italian, Umbria",Artist,Master of Saint Francis,Italian,Tempera and gold on wood,18 3/4 x 9 in. (47.6 x 22.9 cm),Paintings,Men|Saints
459050,Robert Lehman Collection,"Christ on the Cross with the Virgin, Saint John the Evangelist, Saint Mary Magdalen, and Two Male Saints",unknown (Italian style),Artist,"Italian Painter, of uncertain date",Italian,"Tempera on wood, gold ground",Overall 19 3/8 x 17 in. (49.1 x 43.2 cm); painted surface 17 x 14 1/2 in. (43.2 x 36.8 cm),Paintings,Crucifixion|Christ|Virgin Mary|Men|Mary Magdalene|Saint John the Evangelist
459051,Robert Lehman Collection,Judith with the Head of Holofernes,unknown (Italian style),Artist,Style of Andrea Mantegna (of uncertain date),Italian [search purposes only],Tempera on wood,8 1/2 x 5 3/4 in. (21.6 x 14.6 cm),Paintings,Heads|Women|Holofernes|Judith
459053,Robert Lehman Collection,Virgin and Child,Netherlandish,Artist,Hans Memling,Netherlandish,Oil on oak panel,15 1/16 x 11 1/8 in.  (38.3 x 28.3 cm);  painted surface 12 3/8 x 7 15/16 (31.5 x 20.2 cm),Paintings,Madonna and Child
459056,Robert Lehman Collection,Virgin and Child with Saint Anne Presenting Anna van Nieuwenhove,Netherlandish,Artist,Master of the Saint Ursula Legend,Netherlandish,Oil on panel,"Overall, with engaged frame 23 5/8 x 17 3/4 in. (59.9 x 45 cm); painted surface 19 5/8 x 13 1/2 in. (49.8 x 34.3 cm)",Paintings,Madonna and Child|Saint Anne
459058,Robert Lehman Collection,The Adoration of the Christ Child,Netherlandish,Artist,Master of Frankfurt,Netherlandish,Oil on oak panel,Overall 23 1/8 x 16 1/4 in. (58.7 x 41.3 cm); painted surface 22 7/8 x 16 in. (58.1 x 40.1 cm),Paintings,Jesus|Angels|Virgin Mary|Men
459059,Robert Lehman Collection,The Holy Family,Netherlandish,Artist,Joos van Cleve,Netherlandish,Oil on oak panel,21 13/16 x 14 9/16 in. (55.4 x 37 cm),Paintings,Christ|Virgin Mary|Holy Family
459060,Robert Lehman Collection,Virgin and Child,Netherlandish,Artist,Gerard David,Netherlandish,Oil on oak panel,Overall: 6 1/8 x 4 1/2 in. (15.6 x 11.4 cm); Painted Surface: 5 3/4 x 4 1/8 in. (14.6 x 10.5 cm),Paintings,Madonna and Child
459064,Robert Lehman Collection,Adoration of the Magi,Netherlandish,Artist,Imitator of Netherlandish (Antwerp Mannerist) Painter,Netherlandish,Oil on oak panel,Arched top: 9 1/16 x 5 9/16 in. (23 x 14.2 cm),Paintings,Men|Madonna and Child|Adoration of the Magi
459065,Robert Lehman Collection,Virgin and Child,Netherlandish,Artist,Master of the Female Half-Lengths,Netherlandish,Oil on wood,Overall: 4 x 3 1/16 in. (10.2 x 7.8 cm); Painted Surface: 3 1/2 x 2 5/8 in. (8.9 x 6.8 cm),Paintings,Madonna and Child
459066,Robert Lehman Collection,Virgin and Child,Netherlandish,Artist,Netherlandish (Antwerp),Netherlandish,Oil on wood,5 1/8 x 4 in. (13 x 10.2 cm),Paintings,Madonna and Child
459071,Robert Lehman Collection,Portrait of a Woman,Franco-Flemish,Artist,Netherlandish or French,Netherlandish / French,Oil on oak panel,22 5/8 x 16 3/8 in. (57.5 x 41.6 cm),Paintings,Portraits|Women
459073,Robert Lehman Collection,Virgin and Child with a Dragonfly,Netherlandish and French,Artist,Master of Saint Giles,Netherlandish/French,Oil and tempera  on paper laid down on oak panel,10 1/2 x 7 1/8 in. (26.6 x 18.2 cm),Paintings,Madonna and Child
459074,Robert Lehman Collection,Portrait of a Man with His Hand on His Chest,Netherlandish,Artist,Attributed to Corneille de Lyon,Netherlandish,Oil on wood,6 15/16 x 5 13/16 in.  (17.7 x 14.7 cm),Paintings,Men|Portraits
459125,Robert Lehman Collection,The Lamentation,Netherlandish,Artist,Netherlandish,Netherlandish,Oil on copper alloy,"5 1/4 x 4 7/16 in. (13.4 x 11.2 cm), painted surface 4 3/4 x 3 7/8 in. (12.2 x 9.9 cm)",Paintings,Christ|Virgin Mary|Lamentation
459177,Robert Lehman Collection,Madonna and Child,"Italian, Tuscany",Artist,"Italian [Tuscan] Painter, first quarter of 14th century",Italian,Tempera on panel,Overall: 6 3/8 x 4 5/8 in.(16.2 x 11.8 cm); Picture Surface: 4 7/8 x 3 1/2 in. (12.3 x 8.4 cm),Paintings,Madonna and Child
459178,Robert Lehman Collection,Pietà,"Italian, Tuscany",Artist,"Italian [Tuscan] Painter, first quarter of 14th century",Italian,Tempera on panel,Overall: 6 1/4 x 4 5/8 in. (15.8 x 11.8 cm); Picture Surface: 4 3/4 x 3 3/8 in. (12.1 x 8.6 cm),Paintings,Christ
459199,Robert Lehman Collection,Armorial tazza,"Venetian or façon de Venise, or French",Artist|Artist,Italian|French,French,"Colorless (slightly gray) nonlead glass; blown, pattern-molded, enameled, gilt",8 11/16 in.  (22.1 cm); diam. of rim 10 7/8 in. (27.6 cm),Glass,Coat of Arms
459219,Robert Lehman Collection,Studies of Saint John the Baptist,Flemish,Artist,Copy after Rogier van der Weyden,Flemish,Metalpoint on gray prepared paper,4 5/8 x 7 1/8 in.  (11.8 x 18.1 cm),Drawings,Feet|Saint John the Baptist
459221,Robert Lehman Collection,The Lamentation of Christ,German,Artist,Circle of Hans Baldung Grien,German,Pen and brush and gray brown ink.,12 3/8 x 8 13/16 in.  (31.4 x 22.4 cm),Drawings,Christ|Men|Women|Lamentation
459222,Robert Lehman Collection,Saint Christopher,"German, Upper Rhine",Artist,Follower of Hans Baldung Grien,Upper Rhine,"Pen and black ink, brush and blackish brown and blackish gray wash, highlighted with opaque white, on reddish brown prepared paper",9 15/16 x 6 7/16 in.  (25.2 x 16.4 cm),Drawings,Saint Christopher|Jesus
459229,Robert Lehman Collection,Standing Scholar (Prophet) Turned to the Right (Recto); Standing Scholar (Prophet) Turned to the Left (Verso),"Germany, Middle Rhine",Artist,"Germany, Middle Rhine","Germany, Middle Rhine","Pen and carbon black ink, traces of black chalk underdrawing, on paper prepared with sanguine wash",7 11/16 x 3 9/16 in.  (19.5 x 9.1 cm),Drawings,Men
459234,Robert Lehman Collection,"Three Virtues (Temperance, Hope, and Fortitude or Justice) and Studies of a Seated Man","Italian, Florence",Artist,Lorenzo Monaco (Piero di Giovanni),Italian,"Metalpoint, touches of brush and brown wash, heightened with white (partially oxidized in the figure at the lower left), on reddish violet prepared paper.  Some lines retraced in pen and brown ink at a later date.",9 13/16 x 7 5/16 in.  (24.9 x 18.5 cm),Drawings,Men
459243,Robert Lehman Collection,La table servie,French,Artist,Jacques Villon,French,"Graphite and black ink, squared in graphite",11 7/16 x 15 7/16 in.  (29.1 x 39.2 cm),Drawings,Still Life|Bottles
459277,Robert Lehman Collection,Saint Paul,Netherlandish,Artist,Circle of Jan van Eyck,Netherlandish,"Pen and brown ink, point of the brush and brown ink, with purple and gold heightening in the hilt of the sword, on vellum",5 3/4 x 3 1/8 in.  (14.6 x 7.9 cm),Drawings,Saint Paul
459278,Robert Lehman Collection,Imaginary Landscape,German,Artist,Monogrammist AM,German,Brush and black ink and gray washes heightened with white gouache on reddish prepared paper,3 1/16 x 5 5/8 in.  (7.8 x 14.3 cm),Drawings,Buildings|Landscapes
459281,Robert Lehman Collection,The Parable of the Beam and the Mote,"Netherlandish, Leiden",Artist,Netherlandish,Netherlandish,Pen and brown ink over traces of black chalk; original borderlines at left and right edges.,8 5/16 x 9 3/8 in.  (21.1 x 23.8 cm),Drawings,Dogs|Christ|Men
459356,Robert Lehman Collection,The Hangman's Tree,French,Artist,Imitator of Jacques Callot,French,Pen and sepia ink.,4 3/4 x 7 5/16 in.  (12 x 18.5 cm),Drawings,Men|Trees|Death|Execution|Ladders
459386,Robert Lehman Collection,Seated Man with a Pitcher and a Glass,French,Artist|Former Attribution,Jean Jacques de Boissieu|Jean-Baptiste Greuze,French|French,Brush and black ink with gray wash.,11 13/16 x 8 3/4 in.  (30 x 22.2 cm),Drawings,Men|Pitchers
459391,Robert Lehman Collection,Travelers Entering a Town,British,Artist,Paul Sandby,British,Watercolor over pencil,10 11/16 x 8 1/16 in.  (27.2 x 20.5 cm),Drawings,Buildings|Towns|Men|Horse Riding
459402,Robert Lehman Collection,Study of a Woman and Two Children,British,Former Attribution,Sir Joshua Reynolds,British,Pen and brown ink over traces of pencil,8 7/8 x 7 3/16 in.  (22.5 x 18.3 cm),Drawings,Children|Women
459403,Robert Lehman Collection,Profile Portrait of Bishop Antonius Campanus of Agram (Zagreb),French or Italian,Artist|Artist,French|Unknown,French,Opaque copper-colored wash with pen and ink details against a black background,17 5/16 x 13 in.  (44 x 33 cm),Drawings,Men|Profiles|Bishops
459407,Robert Lehman Collection,Cottage with a Distant Village,French or Dutch,Artist|Artist,French|Dutch,French|Dutch,"Pen and grayish brown ink, brush and washes in blue, green, grayish brown and pink; original framing line in gray.",3 7/8 x 5 9/16 in.  (9.8 x 14.1 cm),Drawings,Houses|Landscapes
459459,Robert Lehman Collection,Hercules and the Erymanthian Boar,Italian,Artist,School of Cambiaso,Italian,"Pen and brown ink, over black chalk underdrawing",13 5/16 x 9 1/2 in.  (33.8 x 24.2 cm),Drawings,Male Nudes|Hercules|Boars
459461,Robert Lehman Collection,The Holy Family with the Young Saint John the Baptist,Italian,Artist,School of Cambiaso,Italian,"Pen and brown ink, grayish brown wash.",10 1/16 x 8 7/16 in.  (25.6 x 21.4 cm),Drawings,Holy Family|Saint John the Baptist
459509,Robert Lehman Collection,Caricature of  a Dwarf Painter at His Easel,"Italian, Tuscan",Artist,Tuscany,Tuscany,"Pen and brown ink, gray and brown wash",10 9/16 x 8 3/16 in.  (26.8 x 20.8 cm),Drawings,Painting|Men
459658,Robert Lehman Collection,"Mountainous Landscape in Italy : ""Il Resegone""",British,Artist|Former Attribution,Frank Randal|John Ruskin,British,Watercolor over pencil,10 3/8 x 15 3/16 in.  (26.4 x 38.6 cm),Drawings,Mountains|Landscapes
459981,Robert Lehman Collection,Shipping in a Swell,British ,Artist,Richard Parkes Bonington,British,Watercolor over traces of graphite on cream paper,5 x 7 13/16 in.  (12.7 x 20 cm),Drawings,Seascapes|Waves|Ships
460024,Robert Lehman Collection,Tiger Studies,British,Artist,John Charles Dollman,British,"graphite, watercolor, and gouache on paper",11 x 18 in.  (28 x 45.7 cm),Drawings,Tigers
460025,Robert Lehman Collection,Leopard Studies,German,Artist,Wilhelm Kuhnert,German,graphite on paper,10 5/16 x 13 7/8 in.  (26.2 x 35.2 cm),Drawings,Leopards
460026,Robert Lehman Collection,Lion Studies,German,Artist,Wilhelm Kuhnert,German,graphite on paper,9 1/2 x 11 7/8 in.  (24.2 x 30.2 cm),Drawings,Lions
460032,Robert Lehman Collection,Bullfight,Spanish,Former Attribution|Artist,Velázquez (Diego Rodríguez de Silva y Velázquez)|Eugenio Lucas y Padilla,Spanish|Spanish,Brush and black ink with wash,5 5/8 x 8 11/16 in.  (14.3 x 22 cm),Drawings,Bulls|Men
460050,Robert Lehman Collection,Street Scene,French,Artist,Maurice de Vlaminck,French,Lithograph,27 x 35 3/4 in.  (68.6 x 90.8 cm),Prints,Buildings|Towns
460111,Robert Lehman Collection,Beach Scene,European (Paris) and American (New York),Artist,Marcel Vertès,Hungarian,"Graphite, pen and black ink, watercolor, and gouache.",296 x 285 mm.,Drawings,Men|Women
460193,Robert Lehman Collection,Dish (coppa),"Italian, Urbino and Gubbio",Artist,workshop of Guido Durantino,Italian,Maiolica (tin-glazed earthenware),Diam. 9 15/16 in. (25.3 cm),Ceramics-Pottery,Men|Washing|Women|Horses
460195,Robert Lehman Collection,Dish (coppa amatoria),"Italian, Castel Durante",Artist,"""In Castel Durante"" Painter",Italian,Maiolica (tin-glazed earthenware),Diameter: 8 7/16 in. (21.5 cm),Ceramics-Pottery,Women
460214,Robert Lehman Collection,Candlestick (candeliere),"Italian, Urbino",Artist,workshop of Guido Durantino,Italian,Maiolica (tin-glazed earthenware),Height: 8 1/16 in. (20.5 cm),Ceramics-Pottery,Leda|Women
460215,Robert Lehman Collection,Candlestick (candeliere),"Italian, Urbino",Artist,workshop of Guido Durantino,Italian,Maiolica (tin-glazed earthenware),Height: 8 1/16 in. (20.5cm),Ceramics-Pottery,Cupid|Venus|Male Nudes|Female Nudes
460216,Robert Lehman Collection,Plate (scodella),"Italian, Urbino and Gubbio",Artist,workshop of Guido Durantino,Italian,Maiolica (tin-glazed earthenware),Diameter: 10 7/8 in. (27.7cm),Ceramics-Pottery,Cupid|Leda|Swans
460220,Robert Lehman Collection,Dish (coppa),"Italian, probably Urbino",Artist,workshop of Guido Durantino,Italian,Lustered earthenware Maiolica (tin-glazed earthenware),Diameter: 10 15/16 in. (27.8 cm),Ceramics-Pottery,Angels|Men|Coat of Arms
460221,Robert Lehman Collection,"Large plate (grande piatto): An episode from the Sack of Rome, 1527: the assault on the Borgo ","Italian, Urbino",Artist,workshop of Guido Durantino,Italian,Maiolica (tin-glazed earthenware),Diameter: 17 3/8 in. (44.2 cm),Ceramics-Pottery,Battles|Soldiers|Horse Riding
460222,Robert Lehman Collection,Pair of candlesticks (candelieri),"Italian, Urbino",Artist,workshop of Guido Durantino,Italian,Maiolica (tin-glazed earthenware),Height: 6 1/8 in. (15.5 cm),Ceramics-Pottery,Putti|Animals
460223,Robert Lehman Collection,Pair of candlesticks (candelieri),"Italian, Urbino",Artist,workshop of Guido Durantino,Italian,Maiolica (tin-glazed earthenware),Height: 6 1/8 in. (15.6 cm),Ceramics-Pottery,Putti|Male Nudes
460224,Robert Lehman Collection,Plate (tagliere),"Italian, Urbino",Artist,workshop of Guido Durantino,Italian,Maiolica (tin-glazed earthenware),Diam. 9 5/16 in. (23.7 cm),Ceramics-Pottery,Coat of Arms|Landscapes
460225,Robert Lehman Collection,Plate (tagliere),"Italian, Urbino",Artist,workshop of Guido Durantino,Italian,Maiolica (tin-glazed earthenware),Diam. 9 5/16 in. (23.7 cm),Ceramics-Pottery,Castles|Coat of Arms|Landscapes
460232,Robert Lehman Collection,Trilobed cistern (bacile trilobato),"Italian, Urbino",Artist,workshop of Francesco Patanazzi,Italian,Maiolica (tin-glazed earthenware),Height:  8 3/4 in. (22.3 cm); Width: 18 7/8 in. (48 cm),Ceramics-Pottery,Female Nudes
460330,Robert Lehman Collection,"Guitar (""Le Pauvre Laboureur"")",French,Artist,Roger Bezombes,French,"Oil and papier collé, on wood",21 1/4 x 25 5/8 in. (54 x 65.1 cm),Paintings,Guitars|Music
460331,Robert Lehman Collection,Small View of Yedo,Japanese,Artist,Utagawa Hiroshige,Japanese,Print,"Sheet: 35.9 cm x 24.4 cm, Image 34 cm x 22.6 cm",Prints,Landscapes|Boats
